CET,Temperatura maxC,Temperatura mediaC,Temperatura minC,Punto di rugiadaC,MeanDew PointC,Min DewpointC,Max Umidità, Mean Umidità, Min Umidità, Max Pressione a livello del marehPa, Mean Pressione a livello del marehPa, Min Pressione a livello del marehPa, Max VisibilitàKm, Mean VisibilitàKm, Min VisibilitàkM, Max Velocità del ventoKm/h, Mean Velocità del ventoKm/h, Max Velocità RafficaKm/h,Precipitazionimm, CloudCover, Eventi,WindDirDegrees
2012-11-18,9,4,-1,5,2,-1,100,90,71,1018,1016,1015,7,5,3,8,3,,0.00,4,Nebbia,5
2012-11-19,12,6,-1,6,3,-1,100,83,51,1017,1016,1015,10,9,3,10,2,,0.00,6,Nebbia,330
2012-11-20,16,9,2,7,4,1,100,78,45,1020,1017,1016,10,10,10,8,5,,0.00,3,,8
2012-11-21,14,8,3,7,5,2,100,85,51,1021,1020,1019,10,9,8,8,5,,0.00,5,,336
2012-11-22,13,8,3,8,6,2,100,85,63,1024,1022,1021,10,7,6,3,2,,0.00,5,,14
2012-11-23,15,10,5,8,7,4,100,85,55,1024,1023,1022,10,7,4,8,2,,0.00,4,Nebbia,303
2012-11-24,13,7,2,8,6,2,100,89,67,1025,1023,1023,8,5,3,6,2,,0.00,5,Nebbia,337
2012-11-25,14,7,1,8,6,1,100,88,58,1023,1021,1020,10,7,4,6,2,,0.00,6,Nebbia,338
2012-11-26,10,9,8,10,9,8,100,100,94,1020,1017,1013,6,2,1,6,3,,0.00,8,Nebbia-Pioggia,28
2012-11-27,11,9,7,11,9,7,100,100,100,1013,1007,1003,5,2,1,10,6,,0.00,8,Nebbia-Pioggia,79
2012-11-28,9,8,7,9,8,7,100,100,93,1002,993,987,10,6,2,13,10,,0.00,8,Pioggia,355
2012-11-29,12,9,7,9,3,-7,100,70,30,995,992,989,10,10,10,11,6,,0.00,6,Pioggia,358
2012-11-30,11,8,5,4,-2,-8,93,52,30,1007,1000,995,10,10,10,13,8,,0.00,6,Pioggia,34
2012-12-1,8,6,3,5,4,1,100,91,66,1012,1010,1007,10,9,5,6,2,,0.00,5,Pioggia,238
2012-12-2,7,3,-1,5,-2,-13,100,79,23,1012,1009,1007,10,3,0,19,3,,0.00,5,Nebbia,344
2012-12-3,9,3,-3,-7,-9,-13,74,42,20,1017,1014,1011,,,,11,6,,0.00,,,325
2012-12-4,7,2,-3,-1,-4,-7,86,65,46,1011,1005,1001,10,10,10,8,3,,0.00,4,,279
2012-12-5,10,2,-5,-2,-4,-6,93,72,35,1006,1003,1001,10,10,10,8,3,,0.00,3,,3
2012-12-6,10,2,-5,-2,-9,-16,93,54,18,1014,1010,1005,10,10,10,11,3,,0.00,1,,360
2012-12-7,5,0,-5,0,-7,-13,100,69,26,1014,1010,1006,10,8,2,13,3,,0.00,5,Neve,360
2012-12-8,7,-1,-8,-1,-7,-17,100,70,18,1017,1008,1003,10,10,8,14,3,,0.00,3,,16
2012-12-9,6,-1,-8,-3,-7,-18,100,72,20,1020,1018,1014,7,5,3,8,3,,0.00,,Nebbia,3
2012-12-10,7,0,-7,-4,-7,-11,93,62,29,1013,1009,1007,10,9,6,11,3,,0.00,3,,2
2012-12-11,9,1,-6,-4,-11,-16,93,46,18,1019,1014,1011,,,,14,6,,0.00,,,2
2012-12-12,6,-1,-8,-9,-12,-15,80,47,21,1022,1020,1019,,,,10,5,,0.00,,,344
2012-12-13,2,-2,-6,-3,-7,-10,86,65,48,1023,1022,1021,10,9,4,6,2,,0.00,7,Neve,348
2012-12-14,1,-1,-2,1,-1,-2,100,99,93,1022,1019,1016,3,1,1,3,2,,0.00,8,Nebbia-Pioggia-Neve,251
2012-12-15,2,1,0,2,1,0,100,100,100,1016,1013,1012,2,1,0,8,2,,0.00,8,Nebbia-Neve,232
2012-12-16,3,0,-3,3,0,-3,100,100,100,1015,1014,1013,10,2,0,8,3,,0.00,6,Nebbia,7
2012-12-17,4,1,-1,4,2,-1,100,100,100,1013,1011,1010,10,3,0,8,3,,0.00,7,Nebbia,289
2012-12-18,2,-1,-3,2,0,-3,100,100,100,1015,1012,1010,10,2,0,8,2,,0.00,7,Nebbia,248
2012-12-19,9,2,-5,3,-1,-5,100,90,62,1022,1020,1016,,,,10,5,,0.00,,,354
2012-12-20,4,-1,-5,1,-2,-6,100,88,65,1022,1020,1016,10,9,8,8,2,,0.00,7,,357
2012-12-21,6,1,-4,1,-1,-4,100,90,57,1017,1014,1012,10,7,3,6,2,,0.00,7,Nebbia,175
2012-12-22,1,-3,-6,1,-3,-7,100,100,93,1021,1019,1017,3,1,0,3,2,,0.00,6,Nebbia,221
2012-12-23,6,0,-5,4,-1,-5,100,98,81,1021,1019,1018,10,4,0,6,2,,0.00,4,Nebbia,311
2012-12-24,4,0,-3,4,2,-3,100,98,87,1023,1022,1021,4,2,1,6,2,,0.00,7,Nebbia,355
2012-12-25,5,4,3,5,4,3,100,100,100,1023,1020,1018,2,1,1,3,2,,0.00,8,Nebbia,33
2012-12-26,6,4,3,6,5,3,100,100,100,1019,1016,1015,3,2,0,6,3,,0.00,8,Nebbia-Pioggia,253
2012-12-27,4,2,0,4,2,0,100,100,100,1021,1018,1015,7,2,0,8,3,,0.00,7,Nebbia,329
2012-12-28,15,7,-2,5,-1,-7,100,73,22,1028,1023,1016,6,1,0,10,5,,0.00,,Nebbia,334
2012-12-29,11,3,-3,1,-1,-4,100,79,44,1030,1027,1024,,,,8,3,,0.00,,,347
2012-12-30,9,2,-5,2,-2,-5,100,84,50,1026,1023,1022,,,,8,3,,0.00,,,305
2012-12-31,11,3,-5,1,-2,-6,100,84,44,1028,1025,1021,,,,6,3,,0.00,,,324
2011-1-1,6,1,-4,1,-1,-4,100,88,66,1022,1018,1015,8,5,1,8,2,,0.00,6,,225
2011-1-2,3,-1,-5,1,-2,-6,100,93,87,1017,1014,1012,7,4,1,8,2,,0.00,6,Nebbia,10
2011-1-3,4,0,-3,-2,-3,-5,100,77,56,1022,1020,1017,10,9,7,8,3,,0.00,5,,100
2011-1-4,2,0,-1,-1,-4,-6,87,74,56,1022,1020,1018,10,10,10,6,2,,0.00,6,,-1
2011-1-5,2,0,-2,-2,-3,-4,93,82,70,1021,1019,1018,10,8,5,6,2,,0.00,6,,-1
2011-1-6,2,-1,-3,-1,-3,-4,93,83,70,1021,1020,1019,10,6,3,8,3,,0.00,8,,340
2011-1-7,1,0,0,1,0,-1,100,96,87,1024,1023,1021,3,1,0,6,2,,0.00,8,Nebbia,-1
2011-1-8,3,2,1,3,2,1,100,100,93,1024,1022,1021,1,0,0,6,2,,0.00,8,Nebbia,-1
2011-1-9,5,4,3,5,4,3,100,98,93,1022,1021,1021,2,1,0,6,2,,0.00,8,Nebbia-Pioggia,-1
2011-1-10,6,4,4,5,4,4,100,99,93,1021,1020,1018,5,2,0,8,3,,0.00,8,Nebbia-Pioggia,140
2011-1-11,8,4,2,6,5,2,100,97,87,1050,1015,1012,7,3,0,10,3,,0.00,6,Nebbia-Pioggia,343
2011-1-12,9,4,-1,6,2,-1,100,97,76,1021,1019,1014,10,4,0,8,3,,0.00,3,Nebbia,350
2011-1-13,10,3,-3,5,1,-3,100,91,62,1021,1018,1016,9,5,0,11,2,,0.00,,Nebbia,268
2011-1-14,3,2,1,3,1,-1,100,92,87,1021,1020,1018,0,0,0,8,2,,0.00,,Nebbia,180
2011-1-15,3,1,0,1,0,-2,93,87,81,1029,1024,1020,2,0,0,19,6,,0.00,7,Nebbia,360
2011-1-16,,,,,,,,,,1031,1030,1029,1,0,0,8,3,,0.00,8,Nebbia,330
2011-1-17,,,,,,,,,,1031,1028,1026,5,1,0,39,3,,0.00,,Nebbia,-1
2011-1-18,6,1,-3,3,-1,-3,100,96,81,1026,1025,1023,5,2,0,10,2,,0.00,1,Nebbia,245
2011-1-19,7,2,-3,5,0,-3,100,96,76,1023,1020,1018,6,2,0,6,2,,0.00,2,Nebbia,-1
2011-1-20,1,-1,-5,1,-1,-5,100,100,100,1021,1019,1018,8,1,0,10,5,,0.00,7,Nebbia,62
2011-1-21,6,0,-6,-2,-4,-8,100,76,39,1022,1020,1019,10,10,8,13,5,,0.00,6,,210
2011-1-22,4,-1,-6,-3,-5,-7,100,80,56,1021,1019,1017,10,10,10,11,3,,0.00,5,,224
2011-1-23,5,-2,-8,-3,-6,-9,100,78,42,1019,1018,1017,10,9,8,10,2,,0.00,2,,256
2011-1-24,7,-1,-8,-2,-5,-9,100,76,37,1018,1017,1015,10,10,10,11,3,,0.00,3,,249
2011-1-25,5,-1,-7,-1,-4,-8,100,83,53,1018,1015,1011,8,5,3,10,3,,0.00,,Nebbia,348
2011-1-26,6,-1,-7,1,-3,-7,100,84,57,1011,1008,1007,7,4,2,10,3,,0.00,6,,180
2011-1-27,6,2,-2,2,0,-3,100,89,70,1013,1012,1010,6,3,1,10,3,,0.00,6,Pioggia-Neve,10
2011-1-28,5,2,-1,1,0,-1,100,85,70,1018,1016,1013,10,6,4,11,5,,0.00,6,,348
2011-1-29,4,2,0,1,-3,-5,100,74,52,1020,1018,1017,10,10,8,11,3,,0.00,7,Neve,69
2011-1-30,1,0,0,1,0,-3,100,94,75,1017,1016,1015,10,5,1,8,3,,0.00,8,Nebbia-Pioggia-Neve,243
2011-1-31,7,3,-1,4,2,-1,100,96,81,1029,1019,1017,7,3,0,10,3,,0.00,6,Nebbia-Pioggia,235
2011-2-1,9,3,-3,5,1,-3,100,97,71,1024,1021,1020,7,2,0,16,2,,0.00,4,Nebbia,230
2011-2-2,8,2,-4,6,-1,-4,100,96,71,1024,1022,1020,8,2,0,10,3,,0.00,,Nebbia,250
2011-2-3,10,2,-6,0,-3,-6,100,77,37,1026,1024,1023,8,6,0,8,2,,0.00,6,Nebbia,0
2011-2-4,12,3,-5,3,-2,-6,100,79,41,1029,1026,1024,8,6,3,10,2,,0.00,1,Nebbia,183
2011-2-5,16,7,-2,4,0,-3,100,74,34,1027,1026,1024,10,8,6,11,5,,0.00,2,,288
2011-2-6,15,6,-3,4,1,-3,100,81,47,1027,1025,1025,10,8,6,8,2,,0.00,1,,225
2011-2-7,17,6,-4,4,-1,-5,100,73,32,1026,1024,1021,9,8,7,8,2,,0.00,,,160
2011-2-8,14,6,-3,3,1,-3,100,77,44,1021,1019,1017,9,8,7,10,2,,0.00,,Nebbia,240
2011-2-9,14,6,-2,5,1,-3,100,81,44,1021,1020,1019,8,5,3,11,3,,0.00,,Nebbia,274
2011-2-10,12,4,-2,5,2,-3,100,79,51,1024,1021,1020,9,6,2,10,2,,0.00,,Nebbia,208
2011-2-11,12,4,-2,5,2,-2,100,85,58,1020,1019,1017,9,4,2,16,3,,0.00,,Nebbia,243
2011-2-12,13,6,-1,5,3,-1,100,82,58,1017,1015,1014,10,6,3,16,5,,0.00,6,Nebbia,243
2011-2-13,8,7,6,7,6,5,100,93,81,1016,1014,1012,10,2,1,6,3,,0.00,7,Nebbia-Pioggia,-1
2011-2-14,9,7,5,7,6,5,100,96,87,1012,1011,1010,3,1,1,6,2,,0.00,8,,-1
2011-2-15,7,6,4,7,6,4,100,100,93,1009,1005,1003,10,2,1,14,3,,0.00,8,Nebbia-Pioggia,37
2011-2-16,5,4,4,5,4,4,100,99,93,1003,1000,998,10,6,4,11,6,,0.00,8,Pioggia,7
2011-2-17,8,6,3,6,5,3,100,94,81,1008,1003,998,10,6,1,8,3,,0.00,7,Nebbia-Pioggia,75
2011-2-18,11,6,2,7,4,0,100,92,71,1010,1008,1008,10,8,4,11,5,,0.00,5,Nebbia,326
2011-2-19,14,7,1,3,0,-3,93,63,41,1013,1011,1009,,,,14,8,,0.00,,,349
2011-2-20,8,7,5,6,4,3,100,89,81,1012,1011,1010,8,5,3,10,5,,0.00,8,Pioggia,93
2011-2-21,10,7,4,5,4,2,100,87,62,1012,1011,1010,10,6,2,10,2,,0.00,6,Nebbia,237
2011-2-22,7,3,0,4,1,-1,100,82,66,1013,1010,1009,10,8,5,8,3,,0.00,6,,158
2011-2-23,9,2,-4,5,-1,-4,100,84,46,1021,1017,1013,9,5,0,13,3,,0.00,3,Nebbia,251
2011-2-24,11,3,-3,-1,-3,-4,93,71,41,1024,1022,1021,8,7,5,11,3,,0.00,1,Nebbia,240
2011-2-25,8,2,-3,-2,-4,-6,93,66,37,1023,1021,1019,8,6,4,13,3,,0.00,,Nebbia,136
2011-2-26,8,2,-4,-1,-4,-6,86,66,40,1022,1019,1014,10,9,8,11,3,,0.00,6,,72
2011-2-27,7,3,1,2,1,-2,93,82,61,1014,1013,1011,10,8,5,13,3,,0.00,7,Pioggia,136
2011-2-28,7,4,2,5,3,1,100,94,87,1021,1017,1014,10,8,5,11,3,,0.00,7,Pioggia,336
2011-3-1,12,8,4,6,4,0,100,85,58,1022,1020,1018,10,6,2,16,5,,0.00,5,Pioggia,203
2011-3-2,7,3,1,1,-2,-4,93,69,56,1025,1023,1021,10,10,8,13,6,,0.00,7,,163
2011-3-3,4,2,1,1,0,-2,100,87,65,1028,1025,1024,10,7,3,11,5,,0.00,8,Pioggia-Neve,307
2011-3-4,10,6,2,5,4,2,100,90,71,1029,1027,1024,10,7,3,14,5,,0.00,5,Pioggia,236
2011-3-5,11,6,2,6,4,1,100,86,67,1024,1019,1015,10,6,2,11,3,,0.00,4,Nebbia,255
2011-3-6,16,7,-1,5,2,-1,100,70,42,1018,1015,1013,10,7,3,19,5,,0.00,,Nebbia,223
2011-3-7,8,3,-1,2,-3,-6,80,57,40,1034,1029,1019,10,10,10,19,11,34,0.00,5,,114
2011-3-8,8,3,-2,-2,-4,-7,87,61,37,1034,1031,1026,10,10,10,11,3,,0.00,3,,149
2011-3-9,10,2,-5,-1,-3,-6,93,70,46,1026,1023,1020,8,8,8,13,2,,0.00,,,245
2011-3-10,13,6,-2,3,0,-3,93,71,44,1022,1021,1019,10,7,4,177,5,,0.00,3,,249
2011-3-11,13,6,-2,7,4,-2,100,83,62,1022,1021,1019,10,9,4,16,3,,0.00,4,Nebbia,222
2011-3-12,11,8,6,7,6,4,100,82,62,1021,1019,1017,10,5,2,13,3,,0.00,7,Pioggia,100
2011-3-13,7,6,6,7,6,5,100,97,93,1017,1015,1013,10,6,2,19,8,,0.00,8,Pioggia,1
2011-3-14,13,8,4,8,6,4,100,84,63,1021,1019,1015,10,10,10,13,6,,0.00,6,Pioggia,341
2011-3-15,10,9,8,9,8,7,100,99,87,1020,1017,1014,10,5,3,63,8,,0.00,8,Pioggia,10
2011-3-16,9,8,8,9,8,7,100,98,93,1013,1006,1003,10,6,3,24,11,,0.00,8,Pioggia,7
2011-3-17,11,8,6,9,8,6,100,96,88,1010,1005,1002,10,7,1,6,2,,0.00,7,Nebbia-Pioggia,-1
2011-3-18,22,13,4,8,3,-3,100,60,19,1016,1013,1011,10,9,5,16,6,,0.00,4,Nebbia,42
2011-3-19,18,13,8,10,7,5,100,77,45,1022,1017,1015,10,8,3,19,5,39,0.00,4,Nebbia-Pioggia-Temporale,127
2011-3-20,14,9,5,8,5,3,100,76,51,1027,1025,1022,10,10,10,14,5,,0.00,4,Nebbia-Pioggia,223
2011-3-21,12,8,3,4,-1,-4,87,56,35,1032,1028,1026,10,10,10,14,6,,0.00,4,,151
2011-3-22,15,8,1,3,1,-1,87,63,41,1034,1032,1031,,,,11,3,,0.00,,,239
2011-3-23,17,9,1,5,2,0,93,64,4,1034,1032,1030,,,,11,3,,0.00,,,247
2011-3-24,20,11,3,6,4,1,93,63,30,1033,1030,1027,,,,13,5,,0.00,,,266
2011-3-25,19,12,5,6,4,2,93,63,37,1027,1020,1016,,,,19,5,,0.00,,,200
2011-3-26,18,10,3,9,6,2,100,76,52,1016,1014,1011,10,9,7,16,5,,0.00,2,Nebbia,228
2011-3-27,13,9,6,10,8,5,100,89,72,1016,1014,1013,10,8,2,6,2,,0.00,7,Pioggia,-1
2011-3-28,16,11,7,10,9,7,100,85,59,1013,1012,1011,10,7,2,11,3,,0.00,5,Nebbia-Pioggia,185
2011-3-29,16,11,6,10,9,5,100,84,63,1017,1015,1014,10,9,5,13,3,,0.00,5,Pioggia-Temporale,125
2011-3-30,18,12,6,9,7,6,100,74,45,1019,1017,1016,10,9,8,11,5,,0.00,4,,259
2011-3-31,20,13,6,9,6,3,100,67,35,1022,1020,1017,10,10,10,11,3,,0.00,3,,216
2011-4-1,23,14,7,9,7,5,87,60,33,1023,1021,1018,,,,11,5,,0.00,,,290
2011-4-2,23,16,8,10,8,6,87,64,38,1021,1019,1016,9,8,7,11,3,,0.00,,,130
2011-4-3,23,16,8,10,8,6,93,63,36,1016,1013,1011,10,9,8,13,3,,0.00,6,,221
2011-4-4,24,16,8,12,6,-5,94,60,18,1015,1012,1011,10,9,8,21,5,34,0.00,3,,16
2011-4-5,21,14,9,8,3,-4,67,44,24,1024,1021,1016,10,10,10,23,11,40,0.00,2,,99
2011-4-6,23,14,7,8,7,4,87,59,36,1027,1025,1023,10,10,10,13,3,,0.00,3,,187
2011-4-7,27,18,9,11,9,7,87,61,30,1025,1022,1017,,,,16,5,,0.00,,,249
2011-4-8,31,20,10,11,6,1,87,44,15,1017,1014,1011,,,,16,6,,0.00,,,338
2011-4-9,32,21,11,6,1,-4,67,30,10,1014,1012,1010,,,,16,8,,0.00,,,10
2011-4-10,25,20,15,9,3,-3,67,32,17,1016,1013,1011,,,,19,10,,0.00,,,105
2011-4-11,24,18,12,8,6,3,77,48,29,1020,1017,1015,,,,13,5,,0.00,,,166
2011-4-12,26,17,9,12,5,-6,82,48,22,1015,1011,1006,10,10,10,32,6,50,0.00,3,Pioggia-Temporale,346
2011-4-13,18,14,10,-5,-9,-12,35,21,12,1016,1013,1011,,,,32,14,35,0.00,,,47
2011-4-14,15,11,8,5,-2,-10,71,41,22,1013,1011,1009,10,10,10,19,6,,0.00,5,,148
2011-4-15,15,10,5,7,4,1,100,68,42,1017,1014,1012,10,10,8,24,3,,0.00,3,Pioggia,232
2011-4-16,17,12,8,6,3,1,82,53,34,1019,1017,1015,10,10,10,11,5,,0.00,4,,174
2011-4-17,18,13,8,5,3,0,76,50,32,1021,1020,1018,10,10,10,13,3,,0.00,4,,160
2011-4-18,19,13,7,6,3,0,76,54,30,1022,1019,1015,10,10,9,13,3,,0.00,5,,204
2011-4-19,21,13,5,6,4,2,87,56,28,1017,1015,1013,9,9,8,11,3,,0.00,,,247
2011-4-20,22,14,8,7,5,3,81,54,29,1018,1016,1015,10,10,10,11,3,,0.00,3,,230
2011-4-21,23,16,8,7,4,-1,81,50,22,1018,1016,1014,10,10,10,13,3,,0.00,2,,190
2011-4-22,22,13,6,8,4,3,87,52,29,1015,1013,1010,10,10,10,16,3,,0.00,3,,187
2011-4-23,17,13,11,12,11,7,100,81,59,1016,1015,1013,10,9,4,13,5,,0.00,5,Pioggia,246
2011-4-24,22,16,9,11,9,8,100,73,46,1016,1015,1013,10,9,6,13,3,,0.00,4,Nebbia,216
2011-4-25,22,17,12,13,12,9,88,69,53,1016,1013,1011,10,9,6,13,5,,0.00,4,,168
2011-4-26,23,18,13,14,11,7,94,67,38,1012,1010,1007,10,9,7,16,5,,0.00,5,Pioggia-Temporale,153
2011-4-27,20,15,10,12,10,8,94,75,49,1013,1012,1009,10,10,5,23,8,,0.00,4,Pioggia-Temporale,335
2011-4-28,17,14,12,12,9,8,94,76,55,1012,1011,1010,10,10,6,14,6,,0.00,6,Pioggia,23
2011-4-29,16,13,11,11,10,9,100,83,63,1011,1009,1008,10,9,5,26,6,39,0.00,7,Pioggia,358
2011-4-30,19,14,10,11,9,7,100,79,49,1009,1007,1004,10,10,10,10,6,,0.00,6,Pioggia,12
2011-5-1,22,14,8,12,9,7,100,72,43,1006,1004,1002,10,10,10,16,6,,0.00,1,,266
2011-5-2,22,16,9,12,10,8,94,68,46,1007,1005,1002,10,10,8,19,5,,0.00,3,Pioggia-Temporale,146
2011-5-3,23,17,12,13,12,10,100,73,47,1004,1003,1001,10,9,5,14,6,,0.00,4,,284
2011-5-4,20,16,11,11,8,-1,77,60,36,1015,1010,1005,10,10,10,16,8,,0.00,3,,155
2011-5-5,20,14,9,10,7,3,94,61,33,1023,1020,1016,10,10,8,13,5,,0.00,3,,142
2011-5-6,20,13,7,7,6,4,87,57,37,1025,1024,1023,10,10,10,13,5,,0.00,1,,244
2011-5-7,22,14,8,9,8,6,93,62,38,1024,1021,1018,,,,14,5,,0.00,,,238
2011-5-8,26,17,9,13,10,8,94,61,36,1019,1016,1012,,,,19,5,,0.00,,,244
2011-5-9,21,17,12,11,7,4,77,52,37,1027,1025,1019,10,10,10,23,11,,0.00,4,,124
2011-5-10,23,16,8,10,8,6,93,59,33,1027,1025,1023,10,10,10,14,3,,0.00,2,,233
2011-5-11,26,18,11,14,11,8,88,60,39,1023,1020,1015,10,10,10,16,5,,0.00,2,,240
2011-5-12,27,21,15,14,11,8,82,58,32,1017,1015,1013,10,10,10,29,5,,0.00,4,,336
2011-5-13,27,19,12,15,12,10,94,62,37,1017,1015,1014,10,10,10,16,6,,0.00,4,Temporale,142
2011-5-14,23,19,15,16,14,13,100,80,57,1016,1014,1011,10,10,3,27,8,,0.00,5,Pioggia-Temporale,15
2011-5-15,22,17,11,15,4,-5,100,51,17,1017,1012,1010,10,10,8,27,10,48,0.00,5,Pioggia,19
2011-5-16,24,16,7,4,1,-2,71,36,22,1020,1018,1017,,,,119,13,,0.00,,,348
2011-5-17,24,17,10,11,7,4,76,50,31,1021,1019,1017,10,10,10,14,6,,0.00,6,,287
2011-5-18,25,19,13,12,9,7,82,56,34,1020,1018,1016,10,10,8,11,3,,0.00,3,,247
2011-5-19,25,19,13,12,10,8,88,58,36,1018,1017,1015,10,10,10,11,3,,0.00,2,,231
2011-5-20,27,20,13,11,9,5,88,51,24,1019,1017,1015,10,10,10,19,6,35,0.00,1,,265
2011-5-21,28,20,12,12,11,7,88,56,26,1019,1017,1015,10,10,10,19,5,27,0.00,2,,44
2011-5-22,28,22,16,15,13,12,77,59,39,1018,1017,1015,10,10,10,16,6,,0.00,2,,339
2011-5-23,29,21,14,14,12,9,88,52,29,1021,1019,1018,,,,16,6,,0.00,,,199
2011-5-24,30,23,17,15,13,11,77,53,31,1021,1019,1017,10,10,10,16,5,,0.00,2,,300
2011-5-25,30,23,17,15,13,11,83,53,31,1022,1020,1018,10,10,10,13,5,,0.00,2,,118
2011-5-26,28,23,17,17,14,13,88,60,39,1019,1016,1013,10,10,8,26,6,,0.00,3,Pioggia-Temporale,204
2011-5-27,24,19,15,17,14,1,100,79,32,1014,1011,1006,10,9,1,21,8,,0.00,5,Pioggia-Temporale,22
2011-5-28,24,17,11,10,4,0,68,38,22,1015,1012,1011,,,,19,10,,0.00,,,48
2011-5-29,25,19,13,13,11,8,82,59,44,1019,1017,1015,,,,13,5,,0.00,,,153
2011-5-30,27,20,13,14,11,6,88,57,26,1020,1018,1015,10,10,10,13,5,,0.00,1,,196
2011-5-31,22,18,14,16,14,11,94,78,56,1016,1015,1013,10,9,7,23,6,,0.00,7,Pioggia,9
2011-6-1,17,14,13,15,13,12,100,91,77,1019,1015,1012,10,9,3,16,10,,0.00,8,Pioggia,6
2011-6-2,24,19,15,17,15,13,94,75,57,1021,1020,1019,10,10,10,10,6,,0.00,5,Pioggia,359
2011-6-3,26,21,16,18,16,14,100,82,47,1022,1021,1019,10,9,4,23,8,,0.00,5,Pioggia-Temporale,6
2011-6-4,20,18,16,17,16,14,100,88,73,1020,1017,1014,10,10,6,32,10,,0.00,7,Pioggia-Temporale,1
2011-6-5,22,18,14,16,15,14,100,92,64,1015,1013,1010,10,10,7,21,6,,0.00,6,Pioggia-Temporale,11
2011-6-6,30,22,15,16,14,13,100,85,37,1011,1010,1008,10,8,3,13,5,,0.00,5,Pioggia-Grandine-Temporale,24
2011-6-7,19,17,14,16,14,13,100,89,73,1010,1007,1006,10,9,5,13,6,,0.00,7,Pioggia,344
2011-6-8,22,18,15,16,16,14,100,92,60,1009,1007,1005,10,8,1,16,3,,0.00,6,Pioggia-Temporale,68
2011-6-9,22,18,15,17,16,14,100,85,60,1013,1010,1009,10,7,2,21,3,,0.00,5,Pioggia-Temporale,150
2011-6-10,23,18,13,16,15,13,100,82,60,1014,1013,1012,10,9,3,13,3,,0.00,4,Pioggia,231
2011-6-11,24,19,14,16,14,13,100,79,57,1015,1013,1012,10,10,10,19,5,,0.00,4,Pioggia,146
2011-6-12,25,19,14,17,15,13,100,74,50,1017,1016,1015,10,10,10,16,5,,0.00,4,Pioggia-Temporale,354
2011-6-13,22,19,17,17,16,15,100,82,68,1016,1015,1014,10,10,7,13,5,,0.00,5,Pioggia-Temporale,137
2011-6-14,26,20,14,17,16,13,100,75,54,1018,1016,1015,10,9,3,11,5,,0.00,3,,219
2011-6-15,28,22,17,18,16,15,94,70,45,1019,1017,1016,10,10,9,11,5,,0.00,2,,259
2011-6-16,27,22,18,19,18,14,100,76,45,1017,1016,1014,10,10,3,19,5,,0.00,4,Pioggia-Temporale,213
2011-6-17,23,20,17,20,18,16,100,90,73,1017,1015,1012,10,9,6,23,3,,0.00,5,Nebbia-Pioggia,147
2011-6-18,24,20,17,19,17,15,100,81,61,1013,1009,1007,10,10,5,23,6,,0.00,5,Pioggia,135
2011-6-19,27,20,13,17,9,3,100,54,23,1014,1010,1007,,,,14,6,,0.00,,,335
2011-6-20,26,20,15,16,14,9,88,65,50,1018,1016,1014,10,10,10,13,6,,0.00,1,,209
2011-6-21,27,21,15,17,16,14,94,69,51,1020,1019,1017,10,10,10,13,5,,0.00,2,,272
2011-6-22,26,22,19,19,18,17,94,78,61,1020,1018,1015,10,9,5,10,3,,0.00,5,Pioggia,47
2011-6-23,25,21,17,19,17,16,94,79,61,1017,1016,1014,10,10,10,21,5,,0.00,4,Pioggia,333
2011-6-24,28,21,15,17,12,6,100,56,25,1018,1015,1013,10,10,10,14,6,,0.00,1,,336
2011-6-25,26,21,16,16,12,3,82,55,34,1023,1021,1018,,,,14,6,,0.00,,,285
2011-6-26,29,22,15,18,14,12,88,61,44,1023,1021,1019,,,,11,5,,0.00,,,239
2011-6-27,29,23,18,19,17,14,83,63,45,1022,1020,1017,10,10,10,74,10,,0.00,3,,158
2011-6-28,31,24,19,23,20,18,94,73,55,1017,1014,1011,9,8,8,11,3,,0.00,,,222
2011-6-29,31,24,19,22,19,16,94,75,54,1013,1012,1010,10,9,4,39,6,69,0.00,4,Pioggia-Temporale,29
2011-6-30,31,24,18,19,13,3,100,57,20,1013,1012,1010,10,10,10,14,6,,0.00,1,,15
2011-7-1,27,23,20,17,9,2,57,40,23,1014,1012,1010,10,10,10,16,11,,0.00,2,,78
2011-7-2,25,21,17,12,9,2,72,47,28,1013,1011,1009,10,10,10,13,8,,0.00,1,,127
2011-7-3,26,20,14,15,12,9,77,56,42,1011,1010,1009,,,,19,6,,0.00,,,248
2011-7-4,27,21,15,19,16,13,94,73,51,1013,1012,1011,10,10,10,21,5,,0.00,4,,226
2011-7-5,28,23,19,20,18,17,100,75,51,1012,1011,1009,10,8,3,16,5,,0.00,4,,235
2011-7-6,29,24,21,19,17,15,83,65,42,1012,1011,1010,10,10,8,14,5,,0.00,2,,213
2011-7-7,26,22,19,20,18,16,94,78,61,1013,1012,1010,10,9,5,11,3,,0.00,5,Pioggia-Temporale,46
2011-7-8,27,21,16,20,18,15,94,80,54,1016,1013,1011,10,10,10,13,5,,0.00,4,Pioggia-Temporale,344
2011-7-9,30,23,17,19,18,15,100,70,43,1019,1017,1016,10,10,9,8,3,,0.00,3,,328
2011-7-10,30,25,19,19,18,16,94,70,45,1018,1016,1014,10,10,10,13,5,,0.00,4,Pioggia-Temporale,336
2011-7-11,31,23,16,20,18,16,100,69,43,1016,1015,1014,10,10,10,8,3,,0.00,3,Pioggia,294
